OTU_ID,Lotus200,Lotus201,Lotus202,Lotus204,MockLabS3,NegContDNA1S79,NegContDNA2S80,NegContPCRS1,taxonomy
OTU_3344,0,0,0,0,0,0,0,0,Fusarium_sp|KF996325|SH209886.07FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_sp
OTU_3470,0,0,0,0,0,0,0,0,Orbiliomycetes_sp|AM999543|SH202378.07FU|reps|k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__unidentified;f__unidentified;g__unidentified;s__Orbiliomycetes_sp
OTU_3398,0,0,0,0,0,0,0,0,Agaricaceae_sp|EF527365|SH216948.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__unidentified;s__Agaricaceae_sp
OTU_3394,0,0,0,0,0,0,0,0,Capnodium_coffeae|HE584822|SH178405.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Capnodiaceae;g__Capnodium;s__Capnodium_coffeae
OTU_3395,0,0,0,0,0,0,0,0,Sirobasidium_magnum|AF042424|SH222140.07FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Sirobasidiaceae;g__Sirobasidium;s__Sirobasidium_magnum
OTU_3396,0,0,0,0,0,0,0,0,Nectriaceae_sp|AF502792|SH209884.07FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__unidentified;s__Nectriaceae_sp
OTU_3397,0,0,0,0,0,0,0,0,Ascomycota_sp|GU721874|SH186953.07FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp
OTU_3391,0,0,0,0,0,0,0,0,Dothideomycetes_sp|AB520300|SH202881.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified;f__unidentified;g__unidentified;s__Dothideomycetes_sp
OTU_3392,0,0,0,0,0,0,0,0,Thelephoraceae_sp|KF476861|SH184589.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__unidentified;s__Thelephoraceae_sp
OTU_3349,0,0,0,0,0,0,0,0,Clavaria_sp|DQ421132|SH216330.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Clavaria;s__Clavaria_sp
OTU_3408,0,0,0,0,0,0,0,0,Glomeraceae_sp|JN195683|SH176135.07FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__unidentified;s__Glomeraceae_sp
OTU_3400,0,0,0,0,0,0,0,0,Tomentella_bryophila|UDB001655|SH177792.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__Tomentella_bryophila
OTU_3404,0,0,0,0,0,0,0,0,Stephanospora_cribbae|KM086891|SH526181.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Stephanosporaceae;g__Stephanospora;s__Stephanospora_cribbae
OTU_3407,0,0,0,0,0,0,0,0,Fungi_sp|KF675611|SH203310.07FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp
OTU_3361,0,0,0,0,0,0,0,0,Ascomycota_sp|KC288117|SH204844.07FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp
OTU_3360,0,0,0,0,0,0,0,0,Glomeraceae_sp|JN195683|SH176135.07FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__unidentified;s__Glomeraceae_sp
OTU_3363,0,0,0,0,0,0,0,0,Acaulospora_scrobiculata|FR692350|SH199916.07FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_scrobiculata
OTU_3365,0,0,0,0,0,0,0,0,Glomeromycota_sp|KM208108|SH524087.07FU|reps|k__Fungi;p__Glomeromycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Glomeromycota_sp
OTU_3366,0,0,0,0,0,0,0,0,Marasmius_trichotus|EU935491|SH182890.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Marasmiaceae;g__Marasmius;s__Marasmius_trichotus
OTU_3369,0,0,0,0,0,0,0,0,Basidiomycota_sp|AY394671|SH214105.07FU|reps|k__Fungi;p__Basidiomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Basidiomycota_sp
OTU_3368,0,0,0,0,0,0,0,0,Westerdykella_ornata|AY943045|SH184196.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Westerdykella;s__Westerdykella_ornata
OTU_3427,0,0,0,0,0,0,0,0,Clitocybe_sp|JN020998|SH218359.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Clitocybe;s__Clitocybe_sp
OTU_3424,0,0,0,0,0,0,0,0,Rhytidhysteron_rufulum|EU020045|SH199248.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Patellariales;f__Patellariaceae;g__Rhytidhysteron;s__Rhytidhysteron_rufulum
OTU_3421,0,0,0,0,0,0,0,0,Podospora_sp|GU581207|SH202179.07FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Podospora;s__Podospora_sp
OTU_3444,0,0,0,0,0,0,0,0,Leptosphaeriaceae_sp|KP843494|SH526176.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__unidentified;s__Leptosphaeriaceae_sp
OTU_3441,0,0,0,0,0,0,0,0,Thelephoraceae_sp|HQ336665|SH177948.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__unidentified;s__Thelephoraceae_sp
OTU_3443,0,0,0,0,0,0,0,0,Candida_albicans|EF567995|SH194547.07FU|refs|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_albicans
OTU_3448,0,0,0,0,0,0,0,0,Lasiodiplodia_brasiliensis|KT325575|SH528204.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Lasiodiplodia;s__Lasiodiplodia_brasiliensis
OTU_3329,0,0,0,0,0,0,0,0,Tubeufia_cerea|AY916491|SH202358.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Tubeufiaceae;g__Tubeufia;s__Tubeufia_cerea
OTU_3468,0,0,0,0,0,0,0,0,Rhytidhysteron_rufulum|EU020037|SH199249.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Patellariales;f__Patellariaceae;g__Rhytidhysteron;s__Rhytidhysteron_rufulum
OTU_3462,0,0,0,0,0,0,0,0,Ascomycota_sp|JX998698|SH199573.07FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp
OTU_3460,0,0,0,0,0,0,0,0,Humaria_hemisphaerica|UDB015480|SH179622.07FU|refs|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Humaria;s__Humaria_hemisphaerica
OTU_3466,0,0,0,0,0,0,0,0,Glomeraceae_sp|JN195639|SH176080.07FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__unidentified;s__Glomeraceae_sp
OTU_3467,0,0,0,0,0,0,0,0,Pleosporales_sp|AB986466|SH525150.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp
OTU_3464,0,0,0,0,0,0,0,0,Capnodiales_sp|JX317258|SH211857.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__unidentified;g__unidentified;s__Capnodiales_sp
OTU_3465,0,0,0,0,0,0,0,0,Meliniomyces_variabilis|AY762619|SH181078.07FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes_ord_Incertae_sedis;f__Leotiomycetes_fam_Incertae_sedis;g__Meliniomyces;s__Meliniomyces_variabilis
OTU_3350,0,0,0,0,0,0,0,0,Cladophialophora_sp|EU139130|SH213279.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__Cladophialophora_sp
OTU_3352,0,0,0,0,0,0,0,0,Setomelanomma_holmii|AF525674|SH191259.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Setomelanomma;s__Setomelanomma_holmii
OTU_3353,0,0,0,0,0,0,0,0,Dothideomycetes_sp|FJ440862|SH181862.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified;f__unidentified;g__unidentified;s__Dothideomycetes_sp
OTU_3354,0,0,0,0,0,0,0,0,Coprinopsis_narcotica|GQ249278|SH219019.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinopsis;s__Coprinopsis_narcotica
OTU_3356,0,0,0,0,0,0,0,0,Inocybe_lacera|HQ604364|SH179825.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_lacera
OTU_3357,0,0,0,0,0,0,0,0,Agaricaceae_sp|GU136203|SH175476.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__unidentified;s__Agaricaceae_sp
OTU_3389,0,0,0,0,0,0,0,0,Dothiorella_casuarinae|DQ846773|SH195470.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Dothiorella;s__Dothiorella_casuarinae
OTU_3388,0,0,0,0,0,0,0,0,Pyronemataceae_sp|KJ690091|SH207283.07FU|refs|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__unidentified;s__Pyronemataceae_sp
OTU_3387,0,0,0,0,0,0,0,0,Chaetothyriales_sp|JQ247348|SH220667.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unidentified;g__unidentified;s__Chaetothyriales_sp
OTU_3382,0,0,0,0,0,0,0,0,Rozellomycota_sp|JQ666368|SH204646.07FU|reps|k__Fungi;p__Rozellomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Rozellomycota_sp
OTU_3342,0,0,0,0,0,0,0,0,Leucoagaricus_orientiflavus|GU084262|SH190845.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Leucoagaricus;s__Leucoagaricus_orientiflavus
OTU_3341,0,0,0,0,0,0,0,0,Chaetothyriales_sp|EU888622|SH193968.07FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unidentified;g__unidentified;s__Chaetothyriales_sp
OTU_3384,0,0,0,0,0,0,0,0,Chaetothyriales_sp|KP174851|SH528223.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unidentified;g__unidentified;s__Chaetothyriales_sp
OTU_3358,0,0,0,0,0,0,0,0,Agaricaceae_sp|KR155098|SH524216.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__unidentified;s__Agaricaceae_sp
OTU_3359,0,0,0,0,0,0,0,0,Orbiliales_sp|KF675371|SH213350.07FU|reps|k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__unidentified;g__unidentified;s__Orbiliales_sp
OTU_3351,0,0,0,0,0,0,0,0,Paraglomus_sp|HM240238|SH194697.07FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Paraglomerales;f__Paraglomeraceae;g__Paraglomus;s__Paraglomus_sp
OTU_3378,0,0,0,0,0,0,0,0,Tremella_simplex|AF042431|SH181993.07FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellales_fam_Incertae_sedis;g__Tremella;s__Tremella_simplex
OTU_3377,0,0,0,0,0,0,0,0,Penicillium_parvulum|EF422845|SH208529.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium_parvulum
OTU_3372,0,0,0,0,0,0,0,0,Pectenia_plumbea|KC618691|SH199575.07FU|reps|k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Peltigerales;f__Pannariaceae;g__Pectenia;s__Pectenia_plumbea
OTU_3373,0,0,0,0,0,0,0,0,Venturiales_sp|JX456784|SH182134.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__unidentified;g__unidentified;s__Venturiales_sp
OTU_3371,0,0,0,0,0,0,0,0,Fungi_sp|KU582399|SH521415.07FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp
OTU_3418,0,0,0,0,0,0,0,0,Cladosporium_velox|DQ780361|SH127905.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae;g__Cladosporium;s__Cladosporium_velox
OTU_3413,0,0,0,0,0,0,0,0,Eurotiomycetes_sp|JN628143|SH207086.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__unidentified;f__unidentified;g__unidentified;s__Eurotiomycetes_sp
OTU_3412,0,0,0,0,0,0,0,0,Penicillium_restrictum|AF038938|SH086749.07FU|refs_singleton|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium_restrictum
OTU_3411,0,0,0,0,0,0,0,0,Pleosporales_sp|FM172825|SH198664.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp
OTU_3410,0,0,0,0,0,0,0,0,Corticium_confine|KP814278|SH522649.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Corticium;s__Corticium_confine
OTU_3415,0,0,0,0,0,0,0,0,Mortierella_paraensis|HQ630353|SH196768.07FU|refs|k__Fungi;p__Zygomycota;c__Mortierellomycotina_cls_Incertae_sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_paraensis
OTU_3414,0,0,0,0,0,0,0,0,Rhizophagus_irregularis|GQ205065|SH078286.07FU|refs_singleton|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus;s__Rhizophagus_irregularis
OTU_3593,0,0,0,0,0,0,0,0,Chaetothyriales_sp|KC966128|SH212408.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unidentified;g__unidentified;s__Chaetothyriales_sp
OTU_3479,0,0,0,0,0,0,0,0,Pleosporales_fam_Incertae_sedis_sp|KF996342|SH186596.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__unidentified;s__Pleosporales_fam_Incertae_sedis_sp
OTU_3477,0,0,0,0,0,0,0,0,Onygenales_sp|JF926924|SH218005.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__unidentified;g__unidentified;s__Onygenales_sp
OTU_3493,0,0,0,0,0,0,0,0,Pluteus_phlebophorus|UDB011417|SH177212.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pluteaceae;g__Pluteus;s__Pluteus_phlebophorus
OTU_3490,0,0,0,0,0,0,0,0,Orbiliomycetes_sp|AM999543|SH202378.07FU|reps|k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__unidentified;f__unidentified;g__unidentified;s__Orbiliomycetes_sp
OTU_3496,0,0,0,0,0,0,0,0,Agaricomycetes_sp|KJ831897|SH191851.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__unidentified;f__unidentified;g__unidentified;s__Agaricomycetes_sp
OTU_3495,0,0,0,0,0,0,0,0,Chaetothyriales_sp|EU888622|SH193968.07FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unidentified;g__unidentified;s__Chaetothyriales_sp
OTU_3494,0,0,0,0,0,0,0,0,Cladophialophora_chaetospira|EU035405|SH213263.07FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__Cladophialophora_chaetospira
OTU_3499,0,0,0,0,0,0,0,0,Orbiliomycetes_sp|AM999543|SH202378.07FU|reps|k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__unidentified;f__unidentified;g__unidentified;s__Orbiliomycetes_sp
OTU_3498,0,0,0,0,0,0,0,0,Glomeraceae_sp|DQ421074|SH179147.07FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__unidentified;s__Glomeraceae_sp
OTU_3538,0,0,0,0,0,0,0,0,Archaeorhizomyces_sp|JN006469|SH180489.07FU|reps|k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces;s__Archaeorhizomyces_sp
OTU_3539,0,0,0,0,0,0,0,0,Fungi_sp|JN936312|SH208524.07FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp
OTU_3531,0,0,0,0,0,0,0,0,Glomeraceae_sp|JN195683|SH176135.07FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__unidentified;s__Glomeraceae_sp
OTU_3532,0,0,0,0,0,0,0,0,Trechispora_sp|KF675474|SH218212.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Trechispora;s__Trechispora_sp
OTU_3533,0,0,0,0,0,0,0,0,Ganoderma_zonatum|KF605679|SH526620.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Ganodermataceae;g__Ganoderma;s__Ganoderma_zonatum
OTU_3535,0,0,0,0,0,0,0,0,Orbiliaceae_sp|KT215289|SH526253.07FU|reps|k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__unidentified;s__Orbiliaceae_sp
OTU_3537,0,0,0,0,0,0,0,0,Fungi_sp|KU164554|SH522161.07FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp
OTU_3519,0,0,0,0,0,0,0,0,Talaromyces_rademirici|JN899386|SH209398.07FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__Talaromyces_rademirici
OTU_3510,0,0,0,0,0,0,0,0,Ascomycota_sp|KF443411|SH212863.07FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp
OTU_3511,0,0,0,0,0,0,0,0,Ascomycota_sp|FJ553591|SH204215.07FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp
OTU_3575,0,0,0,0,0,0,0,0,Ascomycota_sp|JX998698|SH199573.07FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp
OTU_3576,0,0,0,0,0,0,0,0,Trichocomaceae_sp|GQ921748|SH186293.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__unidentified;s__Trichocomaceae_sp
OTU_3572,0,0,0,0,0,0,0,0,Ceratobasidiaceae_sp|JQ972067|SH187917.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__unidentified;s__Ceratobasidiaceae_sp
OTU_3579,0,0,0,0,0,0,0,0,Tremellales_fam_Incertae_sedis_sp|FN428902|SH204071.07FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellales_fam_Incertae_sedis;g__unidentified;s__Tremellales_fam_Incertae_sedis_sp
OTU_3558,0,0,0,0,0,0,0,0,Thelephoraceae_sp|JN197719|SH184541.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__unidentified;s__Thelephoraceae_sp
OTU_3559,0,0,0,0,0,0,0,0,Pholiota_terrestris|KC122896|SH186673.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Pholiota;s__Pholiota_terrestris
OTU_3551,0,0,0,0,0,0,0,0,Archaeorhizomyces_sp|GQ160019|SH180521.07FU|reps|k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces;s__Archaeorhizomyces_sp
OTU_3596,0,0,0,0,0,0,0,0,Basidiomycota_sp|KT581924|SH528284.07FU|reps|k__Fungi;p__Basidiomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Basidiomycota_sp
OTU_3592,0,0,0,0,0,0,0,0,Ascomycota_sp|KC775755|SH199213.07FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp
OTU_3615,0,0,0,0,0,0,0,0,Entoloma_insidiosum|KC898443|SH175258.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__Entoloma_insidiosum
OTU_3613,0,0,0,0,0,0,0,0,Archaeorhizomyces_sp|JQ347010|SH180885.07FU|reps|k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces;s__Archaeorhizomyces_sp
OTU_3552,0,0,0,0,0,0,0,0,Orbiliaceae_sp|AF106535|SH196397.07FU|reps|k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__unidentified;s__Orbiliaceae_sp
OTU_3554,0,0,0,0,0,0,0,0,Leucoagaricus_orientiflavus|GU084262|SH190845.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Leucoagaricus;s__Leucoagaricus_orientiflavus
OTU_3603,0,0,0,0,0,0,0,0,Eurotiomycetes_sp|JQ081765|SH207052.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__unidentified;f__unidentified;g__unidentified;s__Eurotiomycetes_sp
OTU_3480,0,0,0,0,0,0,0,0,Massarina_sp|HQ335297|SH198829.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Massarina;s__Massarina_sp
OTU_3481,0,0,0,0,0,0,0,0,Coprinopsis_sp|KF578439|SH219027.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinopsis;s__Coprinopsis_sp
OTU_3483,0,0,0,0,0,0,0,0,Auriculariales_sp|FN610890|SH205313.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__unidentified;g__unidentified;s__Auriculariales_sp
OTU_3484,0,0,0,0,0,0,0,0,Orbiliomycetes_sp|DQ421193|SH202379.07FU|reps|k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__unidentified;f__unidentified;g__unidentified;s__Orbiliomycetes_sp
OTU_3485,0,0,0,0,0,0,0,0,Exidia_saccharina|UDB019410|SH203205.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Auriculariales_fam_Incertae_sedis;g__Exidia;s__Exidia_saccharina
OTU_3487,0,0,0,0,0,0,0,0,Ascomycota_sp|KP306956|SH523178.07FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp
OTU_3488,0,0,0,0,0,0,0,0,Cladophialophora_sp|EU139127|SH213288.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__Cladophialophora_sp
OTU_3489,0,0,0,0,0,0,0,0,Ascomycota_sp|KT581752|SH530448.07FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp
OTU_3544,0,0,0,0,0,0,0,0,Agaricales_sp|KP235665|SH533234.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__unidentified;g__unidentified;s__Agaricales_sp
OTU_3546,0,0,0,0,0,0,0,0,Preussia_sp|HQ115714|SH215536.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__Preussia_sp
OTU_3541,0,0,0,0,0,0,0,0,Fungi_sp|EU480342|SH187205.07FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp
OTU_3540,0,0,0,0,0,0,0,0,Sistotrema_sp|FJ553027|SH192857.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Hydnaceae;g__Sistotrema;s__Sistotrema_sp
OTU_3543,0,0,0,0,0,0,0,0,Entoloma_undatum|JF908003|SH185820.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__Entoloma_undatum
OTU_3529,0,0,0,0,0,0,0,0,Exophiala_moniliae|HE605213|SH199199.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala_moniliae
OTU_3528,0,0,0,0,0,0,0,0,Dentipellis_fragilis|JQ716931|SH190187.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Hericiaceae;g__Dentipellis;s__Dentipellis_fragilis
OTU_3522,0,0,0,0,0,0,0,0,Trechispora_sp|JX317273|SH188024.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Trechispora;s__Trechispora_sp
OTU_3520,0,0,0,0,0,0,0,0,Herpotrichiellaceae_sp|JX317508|SH199271.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified;s__Herpotrichiellaceae_sp
OTU_3527,0,0,0,0,0,0,0,0,Fungi_sp|JN936312|SH208524.07FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp
